__run_id,__done,ros_package,msg_interval,language,exec_time,num_clients
run_0_repetition_0,DONE,simple_service_client,0.05,py,180,1
run_1_repetition_0,DONE,simple_service_client,0.05,py,180,2
run_2_repetition_0,DONE,simple_service_client,0.05,py,180,3
run_3_repetition_0,DONE,simple_service_client,0.05,cpp,180,1
run_4_repetition_0,DONE,simple_service_client,0.05,cpp,180,2
run_5_repetition_0,DONE,simple_service_client,0.05,cpp,180,3
run_6_repetition_0,DONE,simple_service_client,0.1,py,180,1
run_7_repetition_0,DONE,simple_service_client,0.1,py,180,2
run_8_repetition_0,DONE,simple_service_client,0.1,py,180,3
run_9_repetition_0,DONE,simple_service_client,0.1,cpp,180,1
run_10_repetition_0,DONE,simple_service_client,0.1,cpp,180,2
run_11_repetition_0,DONE,simple_service_client,0.1,cpp,180,3
run_12_repetition_0,DONE,simple_service_client,0.25,py,180,1
run_13_repetition_0,DONE,simple_service_client,0.25,py,180,2
run_14_repetition_0,DONE,simple_service_client,0.25,py,180,3
run_15_repetition_0,DONE,simple_service_client,0.25,cpp,180,1
run_16_repetition_0,DONE,simple_service_client,0.25,cpp,180,2
run_17_repetition_0,DONE,simple_service_client,0.25,cpp,180,3
run_18_repetition_0,DONE,simple_service_client,0.5,py,180,1
run_19_repetition_0,DONE,simple_service_client,0.5,py,180,2
run_20_repetition_0,DONE,simple_service_client,0.5,py,180,3
run_21_repetition_0,DONE,simple_service_client,0.5,cpp,180,1
run_22_repetition_0,DONE,simple_service_client,0.5,cpp,180,2
run_23_repetition_0,DONE,simple_service_client,0.5,cpp,180,3
run_24_repetition_0,DONE,simple_service_client,1.0,py,180,1
run_25_repetition_0,DONE,simple_service_client,1.0,py,180,2
run_26_repetition_0,DONE,simple_service_client,1.0,py,180,3
run_27_repetition_0,DONE,simple_service_client,1.0,cpp,180,1
run_28_repetition_0,DONE,simple_service_client,1.0,cpp,180,2
run_29_repetition_0,DONE,simple_service_client,1.0,cpp,180,3
run_0_repetition_1,DONE,simple_service_client,0.05,py,180,1
run_1_repetition_1,DONE,simple_service_client,0.05,py,180,2
run_2_repetition_1,DONE,simple_service_client,0.05,py,180,3
run_3_repetition_1,DONE,simple_service_client,0.05,cpp,180,1
run_4_repetition_1,DONE,simple_service_client,0.05,cpp,180,2
run_5_repetition_1,DONE,simple_service_client,0.05,cpp,180,3
run_6_repetition_1,DONE,simple_service_client,0.1,py,180,1
run_7_repetition_1,DONE,simple_service_client,0.1,py,180,2
run_8_repetition_1,DONE,simple_service_client,0.1,py,180,3
run_9_repetition_1,DONE,simple_service_client,0.1,cpp,180,1
run_10_repetition_1,DONE,simple_service_client,0.1,cpp,180,2
run_11_repetition_1,DONE,simple_service_client,0.1,cpp,180,3
run_12_repetition_1,DONE,simple_service_client,0.25,py,180,1
run_13_repetition_1,DONE,simple_service_client,0.25,py,180,2
run_14_repetition_1,DONE,simple_service_client,0.25,py,180,3
run_15_repetition_1,DONE,simple_service_client,0.25,cpp,180,1
run_16_repetition_1,DONE,simple_service_client,0.25,cpp,180,2
run_17_repetition_1,DONE,simple_service_client,0.25,cpp,180,3
run_18_repetition_1,DONE,simple_service_client,0.5,py,180,1
run_19_repetition_1,DONE,simple_service_client,0.5,py,180,2
run_20_repetition_1,DONE,simple_service_client,0.5,py,180,3
run_21_repetition_1,DONE,simple_service_client,0.5,cpp,180,1
run_22_repetition_1,DONE,simple_service_client,0.5,cpp,180,2
run_23_repetition_1,DONE,simple_service_client,0.5,cpp,180,3
run_24_repetition_1,DONE,simple_service_client,1.0,py,180,1
run_25_repetition_1,DONE,simple_service_client,1.0,py,180,2
run_26_repetition_1,DONE,simple_service_client,1.0,py,180,3
run_27_repetition_1,DONE,simple_service_client,1.0,cpp,180,1
run_28_repetition_1,DONE,simple_service_client,1.0,cpp,180,2
run_29_repetition_1,DONE,simple_service_client,1.0,cpp,180,3
run_0_repetition_2,DONE,simple_service_client,0.05,py,180,1
run_1_repetition_2,DONE,simple_service_client,0.05,py,180,2
run_2_repetition_2,DONE,simple_service_client,0.05,py,180,3
run_3_repetition_2,DONE,simple_service_client,0.05,cpp,180,1
run_4_repetition_2,DONE,simple_service_client,0.05,cpp,180,2
run_5_repetition_2,DONE,simple_service_client,0.05,cpp,180,3
run_6_repetition_2,DONE,simple_service_client,0.1,py,180,1
run_7_repetition_2,DONE,simple_service_client,0.1,py,180,2
run_8_repetition_2,DONE,simple_service_client,0.1,py,180,3
run_9_repetition_2,DONE,simple_service_client,0.1,cpp,180,1
run_10_repetition_2,DONE,simple_service_client,0.1,cpp,180,2
run_11_repetition_2,DONE,simple_service_client,0.1,cpp,180,3
run_12_repetition_2,DONE,simple_service_client,0.25,py,180,1
run_13_repetition_2,DONE,simple_service_client,0.25,py,180,2
run_14_repetition_2,DONE,simple_service_client,0.25,py,180,3
run_15_repetition_2,DONE,simple_service_client,0.25,cpp,180,1
run_16_repetition_2,DONE,simple_service_client,0.25,cpp,180,2
run_17_repetition_2,DONE,simple_service_client,0.25,cpp,180,3
run_18_repetition_2,DONE,simple_service_client,0.5,py,180,1
run_19_repetition_2,DONE,simple_service_client,0.5,py,180,2
run_20_repetition_2,DONE,simple_service_client,0.5,py,180,3
run_21_repetition_2,DONE,simple_service_client,0.5,cpp,180,1
run_22_repetition_2,DONE,simple_service_client,0.5,cpp,180,2
run_23_repetition_2,DONE,simple_service_client,0.5,cpp,180,3
run_24_repetition_2,DONE,simple_service_client,1.0,py,180,1
run_25_repetition_2,DONE,simple_service_client,1.0,py,180,2
run_26_repetition_2,DONE,simple_service_client,1.0,py,180,3
run_27_repetition_2,DONE,simple_service_client,1.0,cpp,180,1
run_28_repetition_2,DONE,simple_service_client,1.0,cpp,180,2
run_29_repetition_2,DONE,simple_service_client,1.0,cpp,180,3
run_0_repetition_3,DONE,simple_service_client,0.05,py,180,1
run_1_repetition_3,DONE,simple_service_client,0.05,py,180,2
run_2_repetition_3,DONE,simple_service_client,0.05,py,180,3
run_3_repetition_3,DONE,simple_service_client,0.05,cpp,180,1
run_4_repetition_3,DONE,simple_service_client,0.05,cpp,180,2
run_5_repetition_3,DONE,simple_service_client,0.05,cpp,180,3
run_6_repetition_3,DONE,simple_service_client,0.1,py,180,1
run_7_repetition_3,DONE,simple_service_client,0.1,py,180,2
run_8_repetition_3,DONE,simple_service_client,0.1,py,180,3
run_9_repetition_3,DONE,simple_service_client,0.1,cpp,180,1
run_10_repetition_3,DONE,simple_service_client,0.1,cpp,180,2
run_11_repetition_3,DONE,simple_service_client,0.1,cpp,180,3
run_12_repetition_3,DONE,simple_service_client,0.25,py,180,1
run_13_repetition_3,DONE,simple_service_client,0.25,py,180,2
run_14_repetition_3,DONE,simple_service_client,0.25,py,180,3
run_15_repetition_3,DONE,simple_service_client,0.25,cpp,180,1
run_16_repetition_3,DONE,simple_service_client,0.25,cpp,180,2
run_17_repetition_3,DONE,simple_service_client,0.25,cpp,180,3
run_18_repetition_3,DONE,simple_service_client,0.5,py,180,1
run_19_repetition_3,DONE,simple_service_client,0.5,py,180,2
run_20_repetition_3,DONE,simple_service_client,0.5,py,180,3
run_21_repetition_3,DONE,simple_service_client,0.5,cpp,180,1
run_22_repetition_3,DONE,simple_service_client,0.5,cpp,180,2
run_23_repetition_3,DONE,simple_service_client,0.5,cpp,180,3
run_24_repetition_3,DONE,simple_service_client,1.0,py,180,1
run_25_repetition_3,DONE,simple_service_client,1.0,py,180,2
run_26_repetition_3,TODO,simple_service_client,1.0,py,180,3
run_27_repetition_3,TODO,simple_service_client,1.0,cpp,180,1
run_28_repetition_3,TODO,simple_service_client,1.0,cpp,180,2
run_29_repetition_3,TODO,simple_service_client,1.0,cpp,180,3
run_0_repetition_4,TODO,simple_service_client,0.05,py,180,1
run_1_repetition_4,TODO,simple_service_client,0.05,py,180,2
run_2_repetition_4,TODO,simple_service_client,0.05,py,180,3
run_3_repetition_4,TODO,simple_service_client,0.05,cpp,180,1
run_4_repetition_4,TODO,simple_service_client,0.05,cpp,180,2
run_5_repetition_4,TODO,simple_service_client,0.05,cpp,180,3
run_6_repetition_4,TODO,simple_service_client,0.1,py,180,1
run_7_repetition_4,TODO,simple_service_client,0.1,py,180,2
run_8_repetition_4,TODO,simple_service_client,0.1,py,180,3
run_9_repetition_4,TODO,simple_service_client,0.1,cpp,180,1
run_10_repetition_4,TODO,simple_service_client,0.1,cpp,180,2
run_11_repetition_4,TODO,simple_service_client,0.1,cpp,180,3
run_12_repetition_4,TODO,simple_service_client,0.25,py,180,1
run_13_repetition_4,TODO,simple_service_client,0.25,py,180,2
run_14_repetition_4,TODO,simple_service_client,0.25,py,180,3
run_15_repetition_4,TODO,simple_service_client,0.25,cpp,180,1
run_16_repetition_4,TODO,simple_service_client,0.25,cpp,180,2
run_17_repetition_4,TODO,simple_service_client,0.25,cpp,180,3
run_18_repetition_4,TODO,simple_service_client,0.5,py,180,1
run_19_repetition_4,TODO,simple_service_client,0.5,py,180,2
run_20_repetition_4,TODO,simple_service_client,0.5,py,180,3
run_21_repetition_4,TODO,simple_service_client,0.5,cpp,180,1
run_22_repetition_4,TODO,simple_service_client,0.5,cpp,180,2
run_23_repetition_4,TODO,simple_service_client,0.5,cpp,180,3
run_24_repetition_4,TODO,simple_service_client,1.0,py,180,1
run_25_repetition_4,TODO,simple_service_client,1.0,py,180,2
run_26_repetition_4,TODO,simple_service_client,1.0,py,180,3
run_27_repetition_4,TODO,simple_service_client,1.0,cpp,180,1
run_28_repetition_4,TODO,simple_service_client,1.0,cpp,180,2
run_29_repetition_4,TODO,simple_service_client,1.0,cpp,180,3
run_0_repetition_5,TODO,simple_service_client,0.05,py,180,1
run_1_repetition_5,TODO,simple_service_client,0.05,py,180,2
run_2_repetition_5,TODO,simple_service_client,0.05,py,180,3
run_3_repetition_5,TODO,simple_service_client,0.05,cpp,180,1
run_4_repetition_5,TODO,simple_service_client,0.05,cpp,180,2
run_5_repetition_5,TODO,simple_service_client,0.05,cpp,180,3
run_6_repetition_5,TODO,simple_service_client,0.1,py,180,1
run_7_repetition_5,TODO,simple_service_client,0.1,py,180,2
run_8_repetition_5,TODO,simple_service_client,0.1,py,180,3
run_9_repetition_5,TODO,simple_service_client,0.1,cpp,180,1
run_10_repetition_5,TODO,simple_service_client,0.1,cpp,180,2
run_11_repetition_5,TODO,simple_service_client,0.1,cpp,180,3
run_12_repetition_5,TODO,simple_service_client,0.25,py,180,1
run_13_repetition_5,TODO,simple_service_client,0.25,py,180,2
run_14_repetition_5,TODO,simple_service_client,0.25,py,180,3
run_15_repetition_5,TODO,simple_service_client,0.25,cpp,180,1
run_16_repetition_5,TODO,simple_service_client,0.25,cpp,180,2
run_17_repetition_5,TODO,simple_service_client,0.25,cpp,180,3
run_18_repetition_5,TODO,simple_service_client,0.5,py,180,1
run_19_repetition_5,TODO,simple_service_client,0.5,py,180,2
run_20_repetition_5,TODO,simple_service_client,0.5,py,180,3
run_21_repetition_5,TODO,simple_service_client,0.5,cpp,180,1
run_22_repetition_5,TODO,simple_service_client,0.5,cpp,180,2
run_23_repetition_5,TODO,simple_service_client,0.5,cpp,180,3
run_24_repetition_5,TODO,simple_service_client,1.0,py,180,1
run_25_repetition_5,TODO,simple_service_client,1.0,py,180,2
run_26_repetition_5,TODO,simple_service_client,1.0,py,180,3
run_27_repetition_5,TODO,simple_service_client,1.0,cpp,180,1
run_28_repetition_5,TODO,simple_service_client,1.0,cpp,180,2
run_29_repetition_5,TODO,simple_service_client,1.0,cpp,180,3
run_0_repetition_6,TODO,simple_service_client,0.05,py,180,1
run_1_repetition_6,TODO,simple_service_client,0.05,py,180,2
run_2_repetition_6,TODO,simple_service_client,0.05,py,180,3
run_3_repetition_6,TODO,simple_service_client,0.05,cpp,180,1
run_4_repetition_6,TODO,simple_service_client,0.05,cpp,180,2
run_5_repetition_6,TODO,simple_service_client,0.05,cpp,180,3
run_6_repetition_6,TODO,simple_service_client,0.1,py,180,1
run_7_repetition_6,TODO,simple_service_client,0.1,py,180,2
run_8_repetition_6,TODO,simple_service_client,0.1,py,180,3
run_9_repetition_6,TODO,simple_service_client,0.1,cpp,180,1
run_10_repetition_6,TODO,simple_service_client,0.1,cpp,180,2
run_11_repetition_6,TODO,simple_service_client,0.1,cpp,180,3
run_12_repetition_6,TODO,simple_service_client,0.25,py,180,1
run_13_repetition_6,TODO,simple_service_client,0.25,py,180,2
run_14_repetition_6,TODO,simple_service_client,0.25,py,180,3
run_15_repetition_6,TODO,simple_service_client,0.25,cpp,180,1
run_16_repetition_6,TODO,simple_service_client,0.25,cpp,180,2
run_17_repetition_6,TODO,simple_service_client,0.25,cpp,180,3
run_18_repetition_6,TODO,simple_service_client,0.5,py,180,1
run_19_repetition_6,TODO,simple_service_client,0.5,py,180,2
run_20_repetition_6,TODO,simple_service_client,0.5,py,180,3
run_21_repetition_6,TODO,simple_service_client,0.5,cpp,180,1
run_22_repetition_6,TODO,simple_service_client,0.5,cpp,180,2
run_23_repetition_6,TODO,simple_service_client,0.5,cpp,180,3
run_24_repetition_6,TODO,simple_service_client,1.0,py,180,1
run_25_repetition_6,TODO,simple_service_client,1.0,py,180,2
run_26_repetition_6,TODO,simple_service_client,1.0,py,180,3
run_27_repetition_6,TODO,simple_service_client,1.0,cpp,180,1
run_28_repetition_6,TODO,simple_service_client,1.0,cpp,180,2
run_29_repetition_6,TODO,simple_service_client,1.0,cpp,180,3
run_0_repetition_7,TODO,simple_service_client,0.05,py,180,1
run_1_repetition_7,TODO,simple_service_client,0.05,py,180,2
run_2_repetition_7,TODO,simple_service_client,0.05,py,180,3
run_3_repetition_7,TODO,simple_service_client,0.05,cpp,180,1
run_4_repetition_7,TODO,simple_service_client,0.05,cpp,180,2
run_5_repetition_7,TODO,simple_service_client,0.05,cpp,180,3
run_6_repetition_7,TODO,simple_service_client,0.1,py,180,1
run_7_repetition_7,TODO,simple_service_client,0.1,py,180,2
run_8_repetition_7,TODO,simple_service_client,0.1,py,180,3
run_9_repetition_7,TODO,simple_service_client,0.1,cpp,180,1
run_10_repetition_7,TODO,simple_service_client,0.1,cpp,180,2
run_11_repetition_7,TODO,simple_service_client,0.1,cpp,180,3
run_12_repetition_7,TODO,simple_service_client,0.25,py,180,1
run_13_repetition_7,TODO,simple_service_client,0.25,py,180,2
run_14_repetition_7,TODO,simple_service_client,0.25,py,180,3
run_15_repetition_7,TODO,simple_service_client,0.25,cpp,180,1
run_16_repetition_7,TODO,simple_service_client,0.25,cpp,180,2
run_17_repetition_7,TODO,simple_service_client,0.25,cpp,180,3
run_18_repetition_7,TODO,simple_service_client,0.5,py,180,1
run_19_repetition_7,TODO,simple_service_client,0.5,py,180,2
run_20_repetition_7,TODO,simple_service_client,0.5,py,180,3
run_21_repetition_7,TODO,simple_service_client,0.5,cpp,180,1
run_22_repetition_7,TODO,simple_service_client,0.5,cpp,180,2
run_23_repetition_7,TODO,simple_service_client,0.5,cpp,180,3
run_24_repetition_7,TODO,simple_service_client,1.0,py,180,1
run_25_repetition_7,TODO,simple_service_client,1.0,py,180,2
run_26_repetition_7,TODO,simple_service_client,1.0,py,180,3
run_27_repetition_7,TODO,simple_service_client,1.0,cpp,180,1
run_28_repetition_7,TODO,simple_service_client,1.0,cpp,180,2
run_29_repetition_7,TODO,simple_service_client,1.0,cpp,180,3
run_0_repetition_8,TODO,simple_service_client,0.05,py,180,1
run_1_repetition_8,TODO,simple_service_client,0.05,py,180,2
run_2_repetition_8,TODO,simple_service_client,0.05,py,180,3
run_3_repetition_8,TODO,simple_service_client,0.05,cpp,180,1
run_4_repetition_8,TODO,simple_service_client,0.05,cpp,180,2
run_5_repetition_8,TODO,simple_service_client,0.05,cpp,180,3
run_6_repetition_8,TODO,simple_service_client,0.1,py,180,1
run_7_repetition_8,TODO,simple_service_client,0.1,py,180,2
run_8_repetition_8,TODO,simple_service_client,0.1,py,180,3
run_9_repetition_8,TODO,simple_service_client,0.1,cpp,180,1
run_10_repetition_8,TODO,simple_service_client,0.1,cpp,180,2
run_11_repetition_8,TODO,simple_service_client,0.1,cpp,180,3
run_12_repetition_8,TODO,simple_service_client,0.25,py,180,1
run_13_repetition_8,TODO,simple_service_client,0.25,py,180,2
run_14_repetition_8,TODO,simple_service_client,0.25,py,180,3
run_15_repetition_8,TODO,simple_service_client,0.25,cpp,180,1
run_16_repetition_8,TODO,simple_service_client,0.25,cpp,180,2
run_17_repetition_8,TODO,simple_service_client,0.25,cpp,180,3
run_18_repetition_8,TODO,simple_service_client,0.5,py,180,1
run_19_repetition_8,TODO,simple_service_client,0.5,py,180,2
run_20_repetition_8,TODO,simple_service_client,0.5,py,180,3
run_21_repetition_8,TODO,simple_service_client,0.5,cpp,180,1
run_22_repetition_8,TODO,simple_service_client,0.5,cpp,180,2
run_23_repetition_8,TODO,simple_service_client,0.5,cpp,180,3
run_24_repetition_8,TODO,simple_service_client,1.0,py,180,1
run_25_repetition_8,TODO,simple_service_client,1.0,py,180,2
run_26_repetition_8,TODO,simple_service_client,1.0,py,180,3
run_27_repetition_8,TODO,simple_service_client,1.0,cpp,180,1
run_28_repetition_8,TODO,simple_service_client,1.0,cpp,180,2
run_29_repetition_8,TODO,simple_service_client,1.0,cpp,180,3
run_0_repetition_9,TODO,simple_service_client,0.05,py,180,1
run_1_repetition_9,TODO,simple_service_client,0.05,py,180,2
run_2_repetition_9,TODO,simple_service_client,0.05,py,180,3
run_3_repetition_9,TODO,simple_service_client,0.05,cpp,180,1
run_4_repetition_9,TODO,simple_service_client,0.05,cpp,180,2
run_5_repetition_9,TODO,simple_service_client,0.05,cpp,180,3
run_6_repetition_9,TODO,simple_service_client,0.1,py,180,1
run_7_repetition_9,TODO,simple_service_client,0.1,py,180,2
run_8_repetition_9,TODO,simple_service_client,0.1,py,180,3
run_9_repetition_9,TODO,simple_service_client,0.1,cpp,180,1
run_10_repetition_9,TODO,simple_service_client,0.1,cpp,180,2
run_11_repetition_9,TODO,simple_service_client,0.1,cpp,180,3
run_12_repetition_9,TODO,simple_service_client,0.25,py,180,1
run_13_repetition_9,TODO,simple_service_client,0.25,py,180,2
run_14_repetition_9,TODO,simple_service_client,0.25,py,180,3
run_15_repetition_9,TODO,simple_service_client,0.25,cpp,180,1
run_16_repetition_9,TODO,simple_service_client,0.25,cpp,180,2
run_17_repetition_9,TODO,simple_service_client,0.25,cpp,180,3
run_18_repetition_9,TODO,simple_service_client,0.5,py,180,1
run_19_repetition_9,TODO,simple_service_client,0.5,py,180,2
run_20_repetition_9,TODO,simple_service_client,0.5,py,180,3
run_21_repetition_9,TODO,simple_service_client,0.5,cpp,180,1
run_22_repetition_9,TODO,simple_service_client,0.5,cpp,180,2
run_23_repetition_9,TODO,simple_service_client,0.5,cpp,180,3
run_24_repetition_9,TODO,simple_service_client,1.0,py,180,1
run_25_repetition_9,TODO,simple_service_client,1.0,py,180,2
run_26_repetition_9,TODO,simple_service_client,1.0,py,180,3
run_27_repetition_9,TODO,simple_service_client,1.0,cpp,180,1
run_28_repetition_9,TODO,simple_service_client,1.0,cpp,180,2
run_29_repetition_9,TODO,simple_service_client,1.0,cpp,180,3
run_0_repetition_10,TODO,simple_service_client,0.05,py,180,1
